11,5,100,98,85,84,31,9,52,73,61,40,82,12,52,34,3,14,46,14,40,9,93,44,97,94,98,5,59,2
87,30,42,18,69,20,59,8,94,60,99,31,1,57,49,23,27,78,59,15,58,81,68,38,54,6,6,40,16,41
81,78,53,74,65,29,7,33,8,92,90,1,5,2,48,66,29,29,52,95,18,75,1,18,61,26,31,65,85,15
11,97,45,88,53,2,41,46,30,60,8,22,24,53,1,16,33,35,29,15,14,27,67,60,57,35,18,32,44,79
23,3,65,80,5,44,17,40,1,39,96,68,49,80,11,10,54,56,2,10,11,75,85,27,1,81,12,55,72,60
30,60,42,3,75,100,68,62,46,90,70,44,9,88,75,18,54,82,78,5,85,62,91,12,53,11,60,8,85,94
49,51,39,1,97,37,87,74,23,6,95,43,3,30,95,60,1,52,53,91,39,74,7,55,79,90,43,24,16,81
85,56,16,95,51,9,87,24,20,11,64,23,8,59,32,99,74,58,78,81,1,26,8,38,84,24,61,29,11,27
17,30,84,95,70,42,35,47,28,92,31,69,63,43,65,28,61,65,10,44,41,44,52,15,83,63,20,57,20,47
99,66,75,24,83,14,52,38,8,24,54,89,20,68,79,32,92,65,27,1,48,65,28,81,68,15,93,28,8,28
16,67,77,76,59,22,81,6,17,48,3,85,16,38,18,83,89,13,92,73,64,22,23,42,46,24,81,64,1,75
99,98,48,75,2,49,38,16,17,44,69,87,41,2,35,99,56,77,78,73,92,58,38,72,20,16,2,89,3,15
21,53,94,78,69,83,53,1,34,51,48,67,36,18,7,14,70,100,75,80,36,64,90,17,93,75,44,7,15,22
54,18,1,87,13,90,98,42,25,75,52,4,97,14,61,84,35,31,46,73,23,48,65,68,78,57,44,48,98,46
27,22,44,58,90,98,9,47,81,83,96,33,13,77,28,52,95,72,7,6,78,36,51,89,30,30,1,28,59,71
47,26,48,45,51,29,68,99,21,61,25,48,41,27,22,25,96,15,78,56,54,34,30,11,69,94,14,19,38,64
81,22,55,89,18,98,88,18,39,49,66,67,62,51,74,65,4,9,64,15,15,36,18,39,12,44,74,58,78,95
82,96,9,75,99,63,3,14,29,63,20,29,24,75,8,53,18,100,68,85,89,64,30,56,59,39,12,90,90,55
66,16,51,29,24,9,93,3,27,92,48,19,3,45,7,70,89,65,35,85,65,78,36,20,7,36,54,94,49,9
3,79,11,80,24,54,39,88,43,23,60,59,78,38,50,24,45,20,79,6,91,82,30,23,22,90,2,99,56,48
64,7,64,48,3,23,5,47,99,5,79,38,9,25,70,37,98,58,89,2,50,98,40,14,42,65,9,32,48,3
71,95,91,23,58,62,86,85,44,44,73,36,66,1,35,62,19,4,34,1,3,61,85,75,5,92,50,100,94,87
31,31,21,22,83,98,10,40,95,47,14,4,43,57,99,35,35,25,32,44,38,51,2,76,74,85,48,4,57,9
9,10,84,62,92,11,16,20,52,43,89,78,16,99,86,68,100,65,98,39,34,59,70,90,29,18,58,49,97,5
18,23,48,3,61,5,39,51,40,4,48,42,62,15,37,31,39,98,94,98,71,84,88,48,42,79,10,10,13,47
43,12,77,64,18,51,8,93,37,67,8,1,29,80,59,67,57,27,10,77,94,87,9,100,31,44,11,78,13,70
3,82,60,47,61,90,75,96,9,54,9,17,25,31,39,22,20,35,83,39,10,78,82,47,74,83,69,42,79,54
91,27,94,80,87,14,61,84,6,43,82,65,59,19,26,29,7,3,6,98,84,74,34,74,38,37,8,72,89,78
84,66,38,88,14,16,18,81,52,59,20,73,14,5,83,86,26,92,9,100,31,60,52,59,97,85,99,99,96,52
60,45,10,53,81,82,17,92,86,45,94,89,94,53,23,95,99,84,37,71,20,32,41,34,14,68,57,44,9,86
30,12,70,29,81,74,61,99,8,44,18,84,48,82,47,31,55,3,29,74,41,86,25,25,27,9,25,51,67,91
4,3,50,62,43,67,44,98,53,64,74,60,99,71,9,27,72,77,40,12,52,25,72,36,17,42,87,31,81,20
31,40,9,11,56,33,34,42,81,13,57,17,77,36,24,3,27,14,98,43,94,11,63,41,61,55,82,80,62,77
9,94,80,73,13,41,11,98,23,100,61,72,56,9,54,29,13,26,81,91,48,53,19,41,33,37,97,61,53,74
46,48,4,25,61,31,1,54,65,2,33,60,56,57,18,37,9,3,96,29,67,4,71,79,64,19,11,50,9,42
71,83,64,61,53,83,35,98,84,58,40,3,18,33,26,52,77,38,33,40,80,63,80,4,31,60,67,59,10,67
82,86,83,39,29,83,25,3,79,72,38,21,16,70,49,73,14,95,50,85,34,60,89,69,66,8,63,65,43,96
13,77,32,25,80,95,31,37,2,85,72,75,12,8,28,13,27,16,97,96,72,24,44,71,22,80,38,49,47,30
83,67,7,56,79,55,3,43,43,84,7,12,42,81,52,9,53,32,88,13,35,86,25,38,42,17,45,20,27,45
29,72,3,13,15,62,72,13,37,13,80,26,55,71,57,7,35,75,27,92,20,29,34,8,77,50,30,77,56,38
84,87,24,70,78,42,62,74,47,58,2,47,48,48,72,84,32,59,97,36,22,94,72,36,5,62,55,57,36,49
57,45,94,49,28,68,81,68,30,66,31,29,15,91,54,34,22,78,53,47,67,70,7,27,77,55,50,81,97,9
54,81,76,96,31,11,71,27,67,26,6,96,78,60,63,62,50,88,99,2,60,34,11,10,85,56,97,26,68,17
72,14,88,37,66,51,79,49,88,62,11,6,5,42,77,6,98,24,27,41,35,20,25,69,24,6,92,76,97,68
79,4,32,40,80,38,44,55,71,84,30,66,46,28,29,64,58,84,8,11,34,55,18,28,88,28,63,40,35,5
88,53,32,29,59,39,58,46,99,22,16,20,79,36,12,32,71,32,85,43,98,81,20,80,62,7,52,96,71,29
2,40,67,43,35,97,36,73,65,80,69,59,25,11,35,16,39,13,60,66,52,11,11,67,34,1,74,6,97,60
31,40,14,88,47,97,35,34,89,44,89,53,45,50,67,69,100,91,14,4,23,2,86,16,64,76,3,70,77,24
81,47,14,44,29,45,21,75,3,6,64,73,22,3,62,90,26,56,77,46,63,83,35,34,10,53,72,28,43,45
67,84,84,41,19,44,81,4,50,61,10,26,22,78,64,26,83,15,51,29,96,57,98,12,65,22,15,7,67,7
28,28,80,63,75,90,61,14,17,63,87,43,97,93,76,93,6,25,44,66,97,64,74,94,80,70,71,37,93,60
62,72,43,17,5,20,95,17,84,60,89,56,97,51,83,8,32,65,82,14,77,52,51,20,41,87,34,79,33,33
74,63,63,63,15,10,66,98,8,93,76,99,52,51,17,93,91,38,6,8,92,78,29,80,13,18,63,43,68,50
78,62,62,76,67,30,93,91,73,91,94,8,68,64,72,31,37,48,91,79,21,27,76,76,53,26,74,69,20,47
2,100,55,60,32,14,14,94,20,8,4,60,35,67,24,61,22,72,57,33,24,54,68,95,25,3,9,91,71,11
22,54,13,56,77,24,29,59,14,49,59,75,71,75,16,43,57,86,3,82,83,28,35,53,94,99,49,99,95,23
84,84,40,40,66,74,79,36,1,18,5,25,75,37,71,1,43,87,14,60,28,42,11,59,59,47,11,12,91,17
86,50,69,26,23,30,22,26,72,26,79,65,55,78,19,71,55,44,71,50,37,67,23,2,81,83,100,36,53,56
49,62,45,15,98,38,18,9,99,98,97,68,56,19,37,33,96,100,20,61,61,5,59,50,29,78,65,28,89,79
81,8,85,75,15,66,81,9,54,58,71,94,59,30,62,16,20,25,32,51,52,64,64,65,41,88,2,13,62,92
85,27,76,23,28,69,89,81,75,32,25,68,68,3,26,28,53,1,57,51,36,66,81,40,57,63,98,8,96,55
82,12,34,100,31,76,77,73,24,31,16,68,42,45,52,75,45,74,25,21,59,89,94,29,23,19,50,19,28,68
48,25,75,70,51,3,30,67,26,28,38,65,82,7,62,24,69,42,48,53,7,83,56,65,17,70,57,89,47,27
87,89,21,77,82,7,99,52,28,72,23,22,38,40,45,32,28,54,100,90,36,45,62,68,26,95,59,54,10,43
25,4,20,50,60,4,97,41,79,13,74,17,79,41,84,49,8,44,72,90,47,73,4,78,57,65,45,16,61,61
24,96,72,30,26,90,46,29,71,4,63,30,45,19,99,50,19,93,59,29,16,15,62,78,52,69,90,67,42,13
1,17,86,1,29,75,57,15,80,30,16,87,76,36,65,32,45,26,75,85,54,33,43,72,8,89,28,30,30,85
60,67,10,33,62,25,32,39,60,12,35,73,97,8,15,4,16,99,10,16,14,30,50,5,26,48,95,38,37,20
40,42,92,41,1,72,79,51,35,82,29,37,44,33,14,32,5,5,9,55,15,9,23,44,56,56,4,74,80,42
60,9,61,70,28,33,99,48,97,44,39,66,88,48,53,62,60,45,83,63,33,85,44,45,74,35,69,31,41,99
10,51,20,45,80,59,21,1,56,35,32,86,51,60,95,95,38,88,62,91,6,13,66,77,18,35,29,22,9,30
14,99,31,79,14,85,97,6,95,83,24,9,27,58,76,22,71,8,64,34,8,27,32,39,85,2,22,66,15,80
97,100,85,31,86,42,60,99,80,91,2,32,50,85,97,89,85,66,96,65,39,62,28,16,29,49,3,19,48,19
70,7,8,85,27,87,14,73,91,27,8,89,48,78,77,7,74,25,73,61,7,69,15,53,9,57,78,61,30,2
30,84,40,14,13,73,37,35,90,5,9,16,94,84,52,93,87,13,99,50,46,64,8,44,63,70,93,55,17,21
70,16,80,64,58,46,50,11,37,54,32,4,19,81,44,57,57,67,62,56,100,42,84,15,44,27,52,61,88,38
13,80,71,56,37,78,36,54,40,24,76,63,70,22,46,61,89,36,86,87,25,98,7,2,76,62,12,35,61,78
25,60,51,49,33,96,65,87,11,87,96,91,40,55,83,28,59,20,53,52,70,92,15,81,78,95,90,76,17,17
